Title,Votes,Answers,Views,Views_per_day,Link 
How to embed resources in Rust executable?,28,2,15000,5,https://stackoverflow.com/questions/27140634/how-to-embed-resources-in-rust-executable
How can I take an item from a Vec in Rust?,28,2,22000,11,https://stackoverflow.com/questions/45803990/how-can-i-take-an-item-from-a-vec-in-rust
Can Rust optimise away the bit-wise copy during move of an object someday?,27,1,4000,1,https://stackoverflow.com/questions/38571270/can-rust-optimise-away-the-bit-wise-copy-during-move-of-an-object-someday
"Why can I iterate over a slice twice, but not a vector?",25,1,9000,3,https://stackoverflow.com/questions/34572784/why-can-i-iterate-over-a-slice-twice-but-not-a-vector
How to read a specific number of bytes from a stream?,25,2,25000,8,https://stackoverflow.com/questions/30412521/how-to-read-a-specific-number-of-bytes-from-a-stream
How can I convert a hex string to a u8 slice?,23,2,25000,16,https://stackoverflow.com/questions/52987181/how-can-i-convert-a-hex-string-to-a-u8-slice
How can I use a HashMap with f64 as key in Rust?,22,4,14000,6,https://stackoverflow.com/questions/39638363/how-can-i-use-a-hashmap-with-f64-as-key-in-rust
"Why ""explicit lifetime bound required"" for Box<T> in struct?",22,2,11000,3,https://stackoverflow.com/questions/25959075/why-explicit-lifetime-bound-required-for-boxt-in-struct
Linking Rust application with a dynamic library not in the runtime linker search path,21,3,17000,7,https://stackoverflow.com/questions/40602708/linking-rust-application-with-a-dynamic-library-not-in-the-runtime-linker-search
Is there a way to create a data type that only accepts a range of values?,21,4,8000,2,https://stackoverflow.com/questions/27673674/is-there-a-way-to-create-a-data-type-that-only-accepts-a-range-of-values
How do I pin indirect dependencies of a crate?,20,2,10000,3,https://stackoverflow.com/questions/27770031/how-do-i-pin-indirect-dependencies-of-a-crate
How can I define an async method in a trait?,20,3,12000,16,https://stackoverflow.com/questions/65921581/how-can-i-define-an-async-method-in-a-trait
How do I specify the linker path in Rust?,19,3,25000,11,https://stackoverflow.com/questions/40833078/how-do-i-specify-the-linker-path-in-rust
How can I override a constant via a compiler option?,16,2,3000,1,https://stackoverflow.com/questions/37526598/how-can-i-override-a-constant-via-a-compiler-option
Is there a way to get the field names of a struct in a macro?,16,3,13000,4,https://stackoverflow.com/questions/29986057/is-there-a-way-to-get-the-field-names-of-a-struct-in-a-macro
Sized is not implemented for the type Fn,15,1,7000,2,https://stackoverflow.com/questions/32618872/sized-is-not-implemented-for-the-type-fn
"Why am I getting ""parameter is never used [E0392]""?",14,1,3000,1,https://stackoverflow.com/questions/32053402/why-am-i-getting-parameter-is-never-used-e0392
PostgreSQL authentication method 10 not supported,14,3,72000,88,https://stackoverflow.com/questions/64474420/postgresql-authentication-method-10-not-supported
How can I approximate method overloading?,14,4,3000,0,https://stackoverflow.com/questions/25265527/how-can-i-approximate-method-overloading
How can I pull data out of an Option for independent use?,14,3,14000,17,https://stackoverflow.com/questions/64996954/how-can-i-pull-data-out-of-an-option-for-independent-use
Is this error due to the compiler's special knowledge about RefCell?,13,1,234,0,https://stackoverflow.com/questions/43210387/is-this-error-due-to-the-compilers-special-knowledge-about-refcell
"""cannot move a value of type FnOnce"" when moving a boxed function",12,2,3000,1,https://stackoverflow.com/questions/30411594/cannot-move-a-value-of-type-fnonce-when-moving-a-boxed-function
Converting a Vec<u32> to Vec<u8> in-place and with minimal overhead,12,4,6000,3,https://stackoverflow.com/questions/49690459/converting-a-vecu32-to-vecu8-in-place-and-with-minimal-overhead
How do I change a function's qualifiers via conditional compilation?,12,1,720,0,https://stackoverflow.com/questions/49479854/how-do-i-change-a-functions-qualifiers-via-conditional-compilation
How do I convert a usize to a u32 using TryFrom?,12,1,14000,8,https://stackoverflow.com/questions/50437732/how-do-i-convert-a-usize-to-a-u32-using-tryfrom
How do I pass a closure through raw pointers as an argument to a C function?,11,1,5000,2,https://stackoverflow.com/questions/38995701/how-do-i-pass-a-closure-through-raw-pointers-as-an-argument-to-a-c-function
Why does a lazy-static value claim to not implement a trait that it clearly implements?,11,1,3000,1,https://stackoverflow.com/questions/48114390/why-does-a-lazy-static-value-claim-to-not-implement-a-trait-that-it-clearly-impl
Do I have to implement a trait twice when implementing it for both reference and non-reference types?,11,3,2000,1,https://stackoverflow.com/questions/56555910/do-i-have-to-implement-a-trait-twice-when-implementing-it-for-both-reference-and
Specify `Fn` trait bound on struct definition without fixing one of the `Fn` parameters,11,2,811,0,https://stackoverflow.com/questions/50671177/specify-fn-trait-bound-on-struct-definition-without-fixing-one-of-the-fn-par
Passing a JavaScript string to a Rust function compiled to WebAssembly,11,3,5000,2,https://stackoverflow.com/questions/49014610/passing-a-javascript-string-to-a-rust-function-compiled-to-webassembly
How do I use a crate from another crate without explicitly defining a new dependency in my project?,11,1,3000,1,https://stackoverflow.com/questions/44876113/how-do-i-use-a-crate-from-another-crate-without-explicitly-defining-a-new-depend
Cannot infer an appropriate lifetime for autoref due to conflicting requirements,35,1,23000,10,https://stackoverflow.com/questions/41270052/cannot-infer-an-appropriate-lifetime-for-autoref-due-to-conflicting-requirements
How to use one module from another module in a Rust cargo project?,34,3,15000,8,https://stackoverflow.com/questions/48071513/how-to-use-one-module-from-another-module-in-a-rust-cargo-project
How to return a reference to a sub-value of a value that is under a mutex?,29,5,8000,3,https://stackoverflow.com/questions/40095383/how-to-return-a-reference-to-a-sub-value-of-a-value-that-is-under-a-mutex
Efficiently mutate a vector while also iterating over the same vector,11,2,5000,2,https://stackoverflow.com/questions/49143770/efficiently-mutate-a-vector-while-also-iterating-over-the-same-vector
Lifetime troubles sharing references between threads,10,1,4000,1,https://stackoverflow.com/questions/28654978/lifetime-troubles-sharing-references-between-threads
Is there an owned version of String::chars?,9,6,2000,1,https://stackoverflow.com/questions/47193584/is-there-an-owned-version-of-stringchars
Rust modules confusion when there is main.rs and lib.rs,134,3,70000,57,https://stackoverflow.com/questions/57756927/rust-modules-confusion-when-there-is-main-rs-and-lib-rs
Converting from Option<String> to Option<&str>,129,5,37000,13,https://stackoverflow.com/questions/31233938/converting-from-optionstring-to-optionstr
"What does ""cannot move out of index of"" mean?",91,2,31000,10,https://stackoverflow.com/questions/27904864/what-does-cannot-move-out-of-index-of-mean
How do I borrow a reference to what is inside an Option<T>?,77,2,35000,10,https://stackoverflow.com/questions/22282117/how-do-i-borrow-a-reference-to-what-is-inside-an-optiont
How does Rust provide move semantics?,73,6,19000,6,https://stackoverflow.com/questions/29490670/how-does-rust-provide-move-semantics
When is it useful to define multiple lifetimes in a struct?,60,3,7000,2,https://stackoverflow.com/questions/29861388/when-is-it-useful-to-define-multiple-lifetimes-in-a-struct
Sending trait objects between threads in Rust,58,1,22000,7,https://stackoverflow.com/questions/25649423/sending-trait-objects-between-threads-in-rust
How do I do a basic import/include of a function from one module to another in Rust 2015?,56,3,24000,7,https://stackoverflow.com/questions/26224947/how-do-i-do-a-basic-import-include-of-a-function-from-one-module-to-another-in-r
How to implement HashMap with two keys?,44,2,8000,4,https://stackoverflow.com/questions/45786717/how-to-implement-hashmap-with-two-keys
The trait cannot be made into an object,40,3,40000,19,https://stackoverflow.com/questions/45116984/the-trait-cannot-be-made-into-an-object
How do I convert a Rust closure to a C-style callback?,30,3,10000,3,https://stackoverflow.com/questions/32270030/how-do-i-convert-a-rust-closure-to-a-c-style-callback
How can I test stdin and stdout?,29,1,7000,2,https://stackoverflow.com/questions/28370126/how-can-i-test-stdin-and-stdout
How do I share a mutable object between threads using Arc?,24,1,13000,4,https://stackoverflow.com/questions/31373255/how-do-i-share-a-mutable-object-between-threads-using-arc
Can I write an Iterator that mutates itself and then yields a reference into itself?,16,1,2000,0,https://stackoverflow.com/questions/25702909/can-i-write-an-iterator-that-mutates-itself-and-then-yields-a-reference-into-its
Why does this mutable borrow live beyond its scope?,12,2,897,1,https://stackoverflow.com/questions/66252831/why-does-this-mutable-borrow-live-beyond-its-scope
What does it mean to pass in a vector into a `for` loop versus a reference to a vector?,10,1,2000,0,https://stackoverflow.com/questions/43036279/what-does-it-mean-to-pass-in-a-vector-into-a-for-loop-versus-a-reference-to-a
How to update-or-insert on a Vec?,7,2,4000,2,https://stackoverflow.com/questions/47395171/how-to-update-or-insert-on-a-vec
How to disable unused code warnings in Rust?,439,11,190000,62,https://stackoverflow.com/questions/25877285/how-to-disable-unused-code-warnings-in-rust
Why are Rust executables so huge?,303,7,75000,26,https://stackoverflow.com/questions/29008127/why-are-rust-executables-so-huge
How do I use a macro across module files?,172,5,87000,29,https://stackoverflow.com/questions/26731243/how-do-i-use-a-macro-across-module-files
Why would I implement methods on a trait instead of as part of the trait?,48,2,7000,2,https://stackoverflow.com/questions/34438755/why-would-i-implement-methods-on-a-trait-instead-of-as-part-of-the-trait
How to convert 'struct' to '&[u8]'?,46,2,33000,11,https://stackoverflow.com/questions/28127165/how-to-convert-struct-to-u8
How to transform fields during serialization using Serde?,22,1,9000,3,https://stackoverflow.com/questions/39383809/how-to-transform-fields-during-serialization-using-serde
Why is the mutable reference not moved here?,22,4,3000,1,https://stackoverflow.com/questions/32154387/why-is-the-mutable-reference-not-moved-here
How do I move out of a struct field that is an Option?,18,1,6000,3,https://stackoverflow.com/questions/52031002/how-do-i-move-out-of-a-struct-field-that-is-an-option
Why does a generic method inside a trait require trait object to be sized?,16,3,11000,5,https://stackoverflow.com/questions/42620022/why-does-a-generic-method-inside-a-trait-require-trait-object-to-be-sized
Error while trying to borrow 2 fields from a struct wrapped in RefCell,10,1,691,0,https://stackoverflow.com/questions/47060266/error-while-trying-to-borrow-2-fields-from-a-struct-wrapped-in-refcell
Why does pattern matching on &Option<T> yield something of type Some(&T)?,9,1,431,0,https://stackoverflow.com/questions/55625001/why-does-pattern-matching-on-optiont-yield-something-of-type-somet
Moved variable still borrowing after calling `drop`?,7,2,3000,1,https://stackoverflow.com/questions/43428894/moved-variable-still-borrowing-after-calling-drop
How do I create a HashMap literal?,140,9,55000,18,https://stackoverflow.com/questions/27582739/how-do-i-create-a-hashmap-literal
What is the overhead of Rust's Option type?,105,1,20000,5,https://stackoverflow.com/questions/16504643/what-is-the-overhead-of-rusts-option-type
